"Product","product_map"
"IS5-like element ISNpu11 family transposase","A39468"
"IS5-like element ISOan4 family transposase","A46075"
"IS5-like element ISOcan1 family transposase","A61524"
"IS5-like element ISOt6 family transposase","A46731"
"IS5-like element ISPa100 family transposase","A42301"
"IS5-like element ISPa16 family transposase","A12150"
"IS5-like element ISPa26 family transposase","A26227"
"IS5-like element ISPa41 family transposase","A12132"
"IS5-like element ISPa52 family transposase","A38552"
"IS5-like element ISPa54 family transposase","A52201"
"IS5-like element ISPa8 family transposase","A27023"
"IS5-like element ISPaes1 family transposase","A64119"
"IS5-like element ISPaes2 family transposase","A64118"
"IS5-like element ISPak1 family transposase","A70822"
"IS5-like element ISPam1 family transposase","A52139"
"IS5-like element ISPam2 family transposase","A52142"
"IS5-like element ISPan1 family transposase","A33095"
"IS5-like element ISParac1 family transposase","A29894"
"IS5-like element ISPbe2 family transposase","A63959"
"IS5-like element ISPepr6 family transposase","A38302"
"IS5-like element ISPg7 family transposase","A40236"
"IS5-like element ISPg8 family transposase","A29"
"IS5-like element ISPist1 family transposase","A64173"
"IS5-like element ISPko1 family transposase","A58882"
"IS5-like element ISPko5 family transposase","A55630"
"IS5-like element ISPlc1 family transposase","A46546"
"IS5-like element ISPlu14 family transposase","A37050"
"IS5-like element ISPme2 family transposase","A46084"
"IS5-like element ISPna3 family transposase","A57279"
"IS5-like element ISPna4 family transposase","A57274"
"IS5-like element ISPna5 family transposase","A57270"
"IS5-like element ISPpa3 family transposase","A46547"
"IS5-like element ISPpa4 family transposase","A46089"
"IS5-like element ISPpa6 family transposase","A46548"
"IS5-like element ISPpa8 family transposase","A46083"
"IS5-like element ISPpu18 family transposase","A16052"
"IS5-like element ISPpu21 family transposase","A26221"
"IS5-like element ISPre1 family transposase","A30311"
"IS5-like element ISPre2 family transposase","A32634"
"IS5-like element ISPrst3 family transposase","A44213"
"IS5-like element ISPs1 family transposase","A32661"
"IS5-like element ISPso2 family transposase","A40059"
"IS5-like element ISPsp10 family transposase","A40219"
"IS5-like element ISPsp3 family transposase","A51223"
"IS5-like element ISPsp6 family transposase","A38551"
"IS5-like element ISPssy family transposase","A32115"
"IS5-like element ISPst12 family transposase","A27021"
"IS5-like element ISPst5 family transposase","A12148"
"IS5-like element ISPst7 family transposase","A17734"
"IS5-like element ISPst8 family transposase","A39656"
"IS5-like element ISPsy19 family transposase","A32099"
"IS5-like element ISPsy2 family transposase","A25401"
"IS5-like element ISPta1 family transposase","A43663"
"IS5-like element ISPto9 family transposase","A66389"
"IS5-like element ISRba8 family transposase","A42064"
"IS5-like element ISRel11 family transposase","A36905"
"IS5-like element ISRel13 family transposase","A36902"
"IS5-like element ISRel20 family transposase","A45626"
"IS5-like element ISRer2 family transposase","A44785"
"IS5-like element ISRfsp3 family transposase","A55109"
"IS5-like element ISRhba5 family transposase","A43569"
"IS5-like element ISRhosp9 family transposase","A61682"
"IS5-like element ISRhru5 family transposase","A57929"
"IS5-like element ISRhru6 family transposase","A57931"
"IS5-like element ISRhsp4 family transposase","A62041"
"IS5-like element ISRhsp6 family transposase","A62039"
"IS5-like element ISRhsp7 family transposase","A62040"
"IS5-like element ISRhsp8 family transposase","A55815"
"IS5-like element ISRin1 family transposase","A45220"
"IS5-like element ISRl2 family transposase","A35317"
"IS5-like element ISRm12 family transposase","A42916"
"IS5-like element ISRm13 family transposase","A50430"
"IS5-like element ISRm33 family transposase","A35263"
"IS5-like element ISRm4-1 family transposase","A35258"
"IS5-like element ISRm4-3 family transposase","A50834"
"IS5-like element ISRm4 family transposase","A42918"
"IS5-like element ISRme1 family transposase","A40770"
"IS5-like element ISRme6 family transposase","A40858"
"IS5-like element ISRso1 family transposase","A37811"
"IS5-like element ISRso18 family transposase","A50633"
"IS5-like element ISRso9 family transposase","A50631"
"IS5-like element ISRsp13 family transposase","A64965"
"IS5-like element ISRsp18 family transposase","A58595"
"IS5-like element ISRsp5 family transposase","A58586"
"IS5-like element ISRssp10 family transposase","A36716"
"IS5-like element ISRsu1 family transposase","A44828"
"IS5-like element ISRta5 family transposase","A52350"
"IS5-like element ISRtr3 family transposase","A60698"
"IS5-like element ISRtr4 family transposase","A42894"
"IS5-like element ISSac2 family transposase","A62356"
"IS5-like element ISSav6 family transposase","A71475"
"IS5-like element ISSba21 family transposase","A50153"
"IS5-like element ISScl1 family transposase","A46165"
"IS5-like element ISSco3 family transposase","A51003"
"IS5-like element ISSfl7 family transposase","A34027"
"IS5-like element ISSgl1 family transposase","A43697"
"IS5-like element ISSgr2 family transposase","A64969"
"IS5-like element ISSis3 family transposase","A46404"
"IS5-like element ISSlsp2 family transposase","A62753"
"IS5-like element ISSoc13 family transposase","A64045"
"IS5-like element ISSod12 family transposase","A36413"
"IS5-like element ISSod6 family transposase","A35621"
"IS5-like element ISSoEn1 family transposase","A64054"
"IS5-like element ISSpal2 family transposase","A55407"
"IS5-like element ISSpn7 family transposase","A27252"
"IS5-like element ISSpo7 family transposase","A35786"
"IS5-like element ISSpo9 family transposase","A62243"
"IS5-like element ISSpu10 family transposase","A38102"
"IS5-like element ISSpu11 family transposase","A24202"
"IS5-like element ISSpu14 family transposase","A60088"
"IS5-like element ISSpu16 family transposase","A37559"
"IS5-like element ISSpu20 family transposase","A26952"
"IS5-like element ISSro1 family transposase","A64035"
"IS5-like element ISSsv1 family transposase","A55849"
"IS5-like element ISStau10 family transposase","A51987"
"IS5-like element ISStau9 family transposase","A51991"
"IS5-like element ISSth7 family transposase","A31927"
"IS5-like element ISStma16 family transposase","A23974"
"IS5-like element ISSto3 family transposase","A36661"
"IS5-like element ISStro1 family transposase","A56850"
"IS5-like element ISStro2 family transposase","A56848"
"IS5-like element ISStsp5 family transposase","A52483"
"IS5-like element ISSulsp1 family transposase","A61736"
"IS5-like element ISSysp5 family transposase","A62799"
"IS5-like element ISTel4 family transposase","A62111"
"IS5-like element ISTth7 family transposase","A23190"
"IS5-like element ISUnCu15 family transposase","A34814"
"IS5-like element ISVa1 family transposase","A37738"
"IS5-like element ISVa2 family transposase","A22965"
"IS5-like element ISVal1 family transposase","A44852"
"IS5-like element ISVba2 family transposase","A71452"
"IS5-like element ISVbsp3 family transposase","A43007"
"IS5-like element ISVch5 family transposase","A25297"
"IS5-like element ISVch8 family transposase","A34270"
"IS5-like element ISVei5 family transposase","A61404"
"IS5-like element ISVha3 family transposase","A52356"
"IS5-like element ISVpa3 family transposase","A16587"
"IS5-like element ISVvu5 family transposase","A66422"
"IS5-like element ISWpi1 family transposase","A27568"
"IS5-like element ISXbo1 family transposase","A57284"
"IS5-like element ISXca5 family transposase","A34374"
"IS5-like element ISXfu1 family transposase","A27905"
"IS5-like element ISXfu2 family transposase","A41283"
"IS5-like element ISXo1 family transposase","A18044"
"IS5-like element ISXo3 family transposase","A18097"
"IS5-like element ISXo4 family transposase","A18128"
"IS5-like element ISXo9 family transposase","A28365"
"IS5-like element ISXoo14 family transposase","A18070"
"IS5-like element ISXoo4 family transposase","A25236"
"IS5-like element ISXoo5 family transposase","A18019"
"IS5-like element ISXoo7 family transposase","A18015"
"IS5 family transposase","A28"
"IS5 family transposase and trans-activator","A47087"
"IS5/IS1182 family transposase","A366"
"IS6-like element IS1006 family transposase","A20525"
"IS6-like element IS1007 family transposase","A29805"
"IS6-like element IS1008 family transposase","A20528"
"IS6-like element IS1216 family transposase","A17930"
"IS6-like element IS1327 family transposase","A57269"
"IS6-like element IS1628 family transposase","A24324"
"IS6-like element IS2020 family transposase","A33393"
"IS6-like element IS240A family transposase","A42729"
"IS6-like element IS240C family transposase","A42727"
"IS6-like element IS257 family transposase","A16858"
"IS6-like element IS26 family transposase","A5979"
"IS6-like element IS6100 family transposase","A5975"
"IS6-like element ISAcma1 family transposase","A62573"
"IS6-like element ISBj7 family transposase","A43219"
"IS6-like element ISBwe2 family transposase","A42952"
"IS6-like element ISBwe3 family transposase","A50734"
"IS6-like element ISC774 family transposase","A39681"
"IS6-like element ISCaa16 family transposase","A57591"
"IS6-like element ISCbo1 family transposase","A64244"
"IS6-like element ISCef5 family transposase","A24358"
"IS6-like element ISClte3 family transposase","A57041"
"IS6-like element ISCpe7 family transposase","A39924"
"IS6-like element ISDge13 family transposase","A61129"
"IS6-like element ISDge15 family transposase","A61126"
"IS6-like element ISEas1 family transposase","A40232"
"IS6-like element ISEnfa1 family transposase","A17945"
"IS6-like element ISH14 family transposase","A45075"
"IS6-like element ISH15 family transposase","A45062"
"IS6-like element ISH17 family transposase","A45081"
"IS6-like element ISH29 family transposase","A35996"
"IS6-like element ISHbo1 family transposase","A70951"
"IS6-like element ISHla13 family transposase","A61881"
"IS6-like element ISHli8 family transposase","A50309"
"IS6-like element ISHli9 family transposase","A50312"
"IS6-like element ISHme1 family transposase","A51889"
"IS6-like element ISHmu2 family transposase","A28851"
"IS6-like element ISHmu9 family transposase","A28850"
"IS6-like element ISHtu2 family transposase","A62433"
"IS6-like element ISLgar4 family transposase","A46138"
"IS6-like element ISMex25 family transposase","A43848"
"IS6-like element ISMja1 family transposase","A31080"
"IS6-like element ISMno27 family transposase","A66518"
"IS6-like element ISMno28 family transposase","A66535"
"IS6-like element ISMno34 family transposase","A66525"
"IS6-like element ISMno35 family transposase","A66528"
"IS6-like element ISMno36 family transposase","A66533"
"IS6-like element ISMno37 family transposase","A66519"
"IS6-like element ISMno6 family transposase","A66530"
"IS6-like element ISMpo1 family transposase","A56878"
"IS6-like element ISMtsp1 family transposase","A50825"
"IS6-like element ISMtsp2 family transposase","A50813"
"IS6-like element ISNamo10 family transposase","A50193"
"IS6-like element ISNamo11 family transposase","A50200"
"IS6-like element ISNamo12 family transposase","A50190"
"IS6-like element ISNamo13 family transposase","A50212"
"IS6-like element ISNamo7 family transposase","A50199"
"IS6-like element ISNamo8 family transposase","A50195"
"IS6-like element ISNamo9 family transposase","A50201"
"IS6-like element ISNma4 family transposase","A44490"
